variant_id,product_id,mrp,discount_percent,current_price,color,size,img_url,est_delivery_time,created_at,updated_at
3165,114,417.89,20,334.31,Black,S,,1 days,2025-05-23 11:15:45+0530,2025-05-23 11:15:45+0530
3166,114,523.33,50,261.67,Black,M,,5 days,2025-05-23 11:15:45+0530,2025-05-23 11:15:45+0530
3167,114,899.07,30,629.35,Black,L,,1 days,2025-05-23 11:15:45+0530,2025-05-23 11:15:45+0530
3168,114,571.91,50,285.95,Black,XL,,5 days,2025-05-23 11:15:45+0530,2025-05-23 11:15:45+0530
3169,114,457.71,10,411.94,Grey,S,,7 days,2025-05-23 11:15:45+0530,2025-05-23 11:15:45+0530
3170,114,368.5,40,221.1,Grey,M,,7 days,2025-05-23 11:15:45+0530,2025-05-23 11:15:45+0530
3171,114,503.07,20,402.46,Grey,L,,2 days,2025-05-23 11:15:45+0530,2025-05-23 11:15:45+0530
3172,114,1173.86,30,821.7,Grey,XL,,4 days,2025-05-23 11:15:45+0530,2025-05-23 11:15:45+0530
3173,114,671.83,50,335.92,Green,S,,5 days,2025-05-23 11:15:45+0530,2025-05-23 11:15:45+0530
3174,114,348.93,10,314.04,Green,M,,1 days,2025-05-23 11:15:45+0530,2025-05-23 11:15:45+0530
3175,114,727.54,20,582.03,Green,L,,7 days,2025-05-23 11:15:45+0530,2025-05-23 11:15:45+0530
3176,114,1147.57,30,803.3,Green,XL,,3 days,2025-05-23 11:15:45+0530,2025-05-23 11:15:45+0530
3177,114,351.24,50,175.62,Red,S,,4 days,2025-05-23 11:15:45+0530,2025-05-23 11:15:45+0530
3178,114,1067.21,20,853.77,Red,M,,7 days,2025-05-23 11:15:45+0530,2025-05-23 11:15:45+0530
3179,114,473.48,20,378.78,Red,L,,5 days,2025-05-23 11:15:45+0530,2025-05-23 11:15:45+0530
3180,114,504.42,20,403.54,Red,XL,,7 days,2025-05-23 11:15:45+0530,2025-05-23 11:15:45+0530
3181,114,686.14,20,548.91,White,S,,5 days,2025-05-23 11:15:45+0530,2025-05-23 11:15:45+0530
3182,114,696.53,40,417.92,White,M,,5 days,2025-05-23 11:15:45+0530,2025-05-23 11:15:45+0530
3183,114,389.16,50,194.58,White,L,,3 days,2025-05-23 11:15:45+0530,2025-05-23 11:15:45+0530
3184,114,788.09,30,551.66,White,XL,,7 days,2025-05-23 11:15:45+0530,2025-05-23 11:15:45+0530
3185,114,865.67,30,605.97,Blue,S,,4 days,2025-05-23 11:15:45+0530,2025-05-23 11:15:45+0530
3186,114,1088.76,10,979.88,Blue,M,,1 days,2025-05-23 11:15:45+0530,2025-05-23 11:15:45+0530
3187,114,1152.43,20,921.94,Blue,L,,6 days,2025-05-23 11:15:45+0530,2025-05-23 11:15:45+0530
3188,114,653.15,20,522.52,Blue,XL,,1 days,2025-05-23 11:15:45+0530,2025-05-23 11:15:45+0530
3189,114,639.31,20,511.45,Brown,S,,5 days,2025-05-23 11:15:45+0530,2025-05-23 11:15:45+0530
3190,114,703.93,30,492.75,Brown,M,,5 days,2025-05-23 11:15:45+0530,2025-05-23 11:15:45+0530
3191,114,397.32,50,198.66,Brown,L,,5 days,2025-05-23 11:15:45+0530,2025-05-23 11:15:45+0530
3192,114,882.6,20,706.08,Brown,XL,,4 days,2025-05-23 11:15:45+0530,2025-05-23 11:15:45+0530
3193,115,725.27,50,362.63,Black,S,,1 days,2025-05-26 18:15:46+0530,2025-05-26 18:15:46+0530
3194,115,665.05,10,598.54,Black,M,,7 days,2025-05-26 18:15:46+0530,2025-05-26 18:15:46+0530
3195,115,1034.74,30,724.32,Black,L,,3 days,2025-05-26 18:15:46+0530,2025-05-26 18:15:46+0530
3196,115,383.41,10,345.07,Black,XL,,3 days,2025-05-26 18:15:46+0530,2025-05-26 18:15:46+0530
3197,115,396.94,40,238.16,Grey,S,,7 days,2025-05-26 18:15:46+0530,2025-05-26 18:15:46+0530
3198,115,742.86,40,445.72,Grey,M,,5 days,2025-05-26 18:15:46+0530,2025-05-26 18:15:46+0530
3199,115,1047.77,50,523.88,Grey,L,,2 days,2025-05-26 18:15:46+0530,2025-05-26 18:15:46+0530
3200,115,1004.53,40,602.72,Grey,XL,,1 days,2025-05-26 18:15:46+0530,2025-05-26 18:15:46+0530
3201,115,980.83,30,686.58,Green,S,,3 days,2025-05-26 18:15:46+0530,2025-05-26 18:15:46+0530
3202,115,720.64,20,576.51,Green,M,,4 days,2025-05-26 18:15:46+0530,2025-05-26 18:15:46+0530
3203,115,390.72,30,273.5,Green,L,,3 days,2025-05-26 18:15:46+0530,2025-05-26 18:15:46+0530
3204,115,809.22,50,404.61,Green,XL,,3 days,2025-05-26 18:15:46+0530,2025-05-26 18:15:46+0530
3205,115,1196.53,20,957.22,Red,S,,1 days,2025-05-26 18:15:46+0530,2025-05-26 18:15:46+0530
3206,115,529.47,30,370.63,Red,M,,7 days,2025-05-26 18:15:46+0530,2025-05-26 18:15:46+0530
3207,115,341.81,50,170.91,Red,L,,6 days,2025-05-26 18:15:46+0530,2025-05-26 18:15:46+0530
3208,115,326.01,30,228.21,Red,XL,,7 days,2025-05-26 18:15:46+0530,2025-05-26 18:15:46+0530
3209,115,423.78,20,339.02,White,S,,5 days,2025-05-26 18:15:46+0530,2025-05-26 18:15:46+0530
3210,115,956.5,20,765.2,White,M,,2 days,2025-05-26 18:15:46+0530,2025-05-26 18:15:46+0530
3211,115,934.33,30,654.03,White,L,,5 days,2025-05-26 18:15:46+0530,2025-05-26 18:15:46+0530
3212,115,440.64,20,352.51,White,XL,,1 days,2025-05-26 18:15:46+0530,2025-05-26 18:15:46+0530
3213,115,893.93,40,536.36,Blue,S,,2 days,2025-05-26 18:15:46+0530,2025-05-26 18:15:46+0530
3214,115,926.51,10,833.86,Blue,M,,4 days,2025-05-26 18:15:46+0530,2025-05-26 18:15:46+0530
3215,115,727.02,50,363.51,Blue,L,,1 days,2025-05-26 18:15:46+0530,2025-05-26 18:15:46+0530
3216,115,1160.55,10,1044.49,Blue,XL,,1 days,2025-05-26 18:15:46+0530,2025-05-26 18:15:46+0530
3217,115,739.38,50,369.69,Brown,S,,2 days,2025-05-26 18:15:46+0530,2025-05-26 18:15:46+0530
3218,115,545.79,10,491.21,Brown,M,,3 days,2025-05-26 18:15:46+0530,2025-05-26 18:15:46+0530
3219,115,991.57,30,694.1,Brown,L,,4 days,2025-05-26 18:15:46+0530,2025-05-26 18:15:46+0530
3220,115,917.17,50,458.58,Brown,XL,,5 days,2025-05-26 18:15:46+0530,2025-05-26 18:15:46+0530
3221,116,571.5,20,457.2,Black,S,,5 days,2025-06-18 09:06:38+0530,2025-06-18 09:06:38+0530
3222,116,963.58,10,867.22,Black,M,,3 days,2025-06-18 09:06:38+0530,2025-06-18 09:06:38+0530
3223,116,741.31,10,667.18,Black,L,,2 days,2025-06-18 09:06:38+0530,2025-06-18 09:06:38+0530
3224,116,1053.11,10,947.8,Black,XL,,7 days,2025-06-18 09:06:38+0530,2025-06-18 09:06:38+0530
3225,116,389.24,40,233.54,Grey,S,,7 days,2025-06-18 09:06:38+0530,2025-06-18 09:06:38+0530
3226,116,391.97,30,274.38,Grey,M,,2 days,2025-06-18 09:06:38+0530,2025-06-18 09:06:38+0530
3227,116,1099.01,30,769.31,Grey,L,,3 days,2025-06-18 09:06:38+0530,2025-06-18 09:06:38+0530
3228,116,753.61,10,678.25,Grey,XL,,2 days,2025-06-18 09:06:38+0530,2025-06-18 09:06:38+0530
3229,116,521.75,20,417.4,Green,S,,1 days,2025-06-18 09:06:38+0530,2025-06-18 09:06:38+0530
3230,116,598.93,50,299.46,Green,M,,6 days,2025-06-18 09:06:38+0530,2025-06-18 09:06:38+0530
3231,116,597.25,40,358.35,Green,L,,6 days,2025-06-18 09:06:38+0530,2025-06-18 09:06:38+0530
3232,116,1191.78,50,595.89,Green,XL,,6 days,2025-06-18 09:06:38+0530,2025-06-18 09:06:38+0530
3233,116,760.71,40,456.43,Red,S,,1 days,2025-06-18 09:06:38+0530,2025-06-18 09:06:38+0530
3234,116,611.15,30,427.8,Red,M,,1 days,2025-06-18 09:06:38+0530,2025-06-18 09:06:38+0530
3235,116,676.15,50,338.07,Red,L,,1 days,2025-06-18 09:06:38+0530,2025-06-18 09:06:38+0530
3236,116,703.73,30,492.61,Red,XL,,1 days,2025-06-18 09:06:38+0530,2025-06-18 09:06:38+0530
3237,116,862.14,40,517.28,White,S,,5 days,2025-06-18 09:06:38+0530,2025-06-18 09:06:38+0530
3238,116,359.81,30,251.87,White,M,,5 days,2025-06-18 09:06:38+0530,2025-06-18 09:06:38+0530
3239,116,917.55,40,550.53,White,L,,2 days,2025-06-18 09:06:38+0530,2025-06-18 09:06:38+0530
3240,116,739.94,20,591.95,White,XL,,1 days,2025-06-18 09:06:38+0530,2025-06-18 09:06:38+0530
3241,116,750.17,10,675.15,Blue,S,,3 days,2025-06-18 09:06:38+0530,2025-06-18 09:06:38+0530
3242,116,1172.86,10,1055.57,Blue,M,,6 days,2025-06-18 09:06:38+0530,2025-06-18 09:06:38+0530
3243,116,730.69,20,584.55,Blue,L,,2 days,2025-06-18 09:06:38+0530,2025-06-18 09:06:38+0530
3244,116,1033.25,20,826.6,Blue,XL,,2 days,2025-06-18 09:06:38+0530,2025-06-18 09:06:38+0530
3245,116,428.94,40,257.36,Brown,S,,3 days,2025-06-18 09:06:38+0530,2025-06-18 09:06:38+0530
3246,116,510.94,40,306.56,Brown,M,,1 days,2025-06-18 09:06:38+0530,2025-06-18 09:06:38+0530
3247,116,359.02,50,179.51,Brown,L,,5 days,2025-06-18 09:06:38+0530,2025-06-18 09:06:38+0530
3248,116,415.75,10,374.18,Brown,XL,,5 days,2025-06-18 09:06:38+0530,2025-06-18 09:06:38+0530
3249,117,419.62,10,377.66,Black,S,,2 days,2025-06-19 21:33:59+0530,2025-06-19 21:33:59+0530
3250,117,372.25,20,297.8,Black,M,,7 days,2025-06-19 21:33:59+0530,2025-06-19 21:33:59+0530
3251,117,738.18,40,442.91,Black,L,,1 days,2025-06-19 21:33:59+0530,2025-06-19 21:33:59+0530
3252,117,1020.43,20,816.34,Black,XL,,3 days,2025-06-19 21:33:59+0530,2025-06-19 21:33:59+0530
3253,117,712.29,30,498.6,Grey,S,,6 days,2025-06-19 21:33:59+0530,2025-06-19 21:33:59+0530
3254,117,849.55,20,679.64,Grey,M,,2 days,2025-06-19 21:33:59+0530,2025-06-19 21:33:59+0530
3255,117,471.29,40,282.77,Grey,L,,3 days,2025-06-19 21:33:59+0530,2025-06-19 21:33:59+0530
3256,117,409.81,30,286.87,Grey,XL,,1 days,2025-06-19 21:33:59+0530,2025-06-19 21:33:59+0530
3257,117,809.03,20,647.22,Green,S,,4 days,2025-06-19 21:33:59+0530,2025-06-19 21:33:59+0530
3258,117,832.54,30,582.78,Green,M,,5 days,2025-06-19 21:33:59+0530,2025-06-19 21:33:59+0530
3259,117,403.58,40,242.15,Green,L,,5 days,2025-06-19 21:33:59+0530,2025-06-19 21:33:59+0530
3260,117,603.7,30,422.59,Green,XL,,6 days,2025-06-19 21:33:59+0530,2025-06-19 21:33:59+0530
3261,117,901.02,10,810.92,Red,S,,6 days,2025-06-19 21:33:59+0530,2025-06-19 21:33:59+0530
3262,117,939.24,50,469.62,Red,M,,4 days,2025-06-19 21:33:59+0530,2025-06-19 21:33:59+0530
3263,117,503.1,10,452.79,Red,L,,3 days,2025-06-19 21:33:59+0530,2025-06-19 21:33:59+0530
3264,117,484.77,10,436.29,Red,XL,,2 days,2025-06-19 21:33:59+0530,2025-06-19 21:33:59+0530
3265,117,1189.16,10,1070.24,White,S,,6 days,2025-06-19 21:33:59+0530,2025-06-19 21:33:59+0530
3266,117,930.14,30,651.1,White,M,,2 days,2025-06-19 21:33:59+0530,2025-06-19 21:33:59+0530
3267,117,1024.7,50,512.35,White,L,,4 days,2025-06-19 21:33:59+0530,2025-06-19 21:33:59+0530
3268,117,985.53,50,492.76,White,XL,,7 days,2025-06-19 21:33:59+0530,2025-06-19 21:33:59+0530
3269,117,732.39,10,659.15,Blue,S,,6 days,2025-06-19 21:33:59+0530,2025-06-19 21:33:59+0530
3270,117,1017.32,10,915.59,Blue,M,,2 days,2025-06-19 21:33:59+0530,2025-06-19 21:33:59+0530
3271,117,551.19,50,275.6,Blue,L,,4 days,2025-06-19 21:33:59+0530,2025-06-19 21:33:59+0530
3272,117,531.95,40,319.17,Blue,XL,,7 days,2025-06-19 21:33:59+0530,2025-06-19 21:33:59+0530
3273,117,993.17,20,794.54,Brown,S,,4 days,2025-06-19 21:33:59+0530,2025-06-19 21:33:59+0530
3274,117,911.25,30,637.88,Brown,M,,4 days,2025-06-19 21:33:59+0530,2025-06-19 21:33:59+0530
3275,117,344.2,10,309.78,Brown,L,,4 days,2025-06-19 21:33:59+0530,2025-06-19 21:33:59+0530
3276,117,1140.75,20,912.6,Brown,XL,,3 days,2025-06-19 21:33:59+0530,2025-06-19 21:33:59+0530
3277,118,1119.63,50,559.82,Black,S,,5 days,2025-06-17 14:06:23+0530,2025-06-17 14:06:23+0530
3278,118,437.88,50,218.94,Black,M,,6 days,2025-06-17 14:06:23+0530,2025-06-17 14:06:23+0530
3279,118,1187.66,40,712.6,Black,L,,5 days,2025-06-17 14:06:23+0530,2025-06-17 14:06:23+0530
3280,118,586.24,30,410.37,Black,XL,,2 days,2025-06-17 14:06:23+0530,2025-06-17 14:06:23+0530
3281,118,1063.98,40,638.39,Grey,S,,2 days,2025-06-17 14:06:23+0530,2025-06-17 14:06:23+0530
3282,118,1178.04,30,824.63,Grey,M,,6 days,2025-06-17 14:06:23+0530,2025-06-17 14:06:23+0530
3283,118,469.28,30,328.5,Grey,L,,2 days,2025-06-17 14:06:23+0530,2025-06-17 14:06:23+0530
3284,118,528.43,10,475.59,Grey,XL,,6 days,2025-06-17 14:06:23+0530,2025-06-17 14:06:23+0530
3285,118,712.56,20,570.05,Green,S,,4 days,2025-06-17 14:06:23+0530,2025-06-17 14:06:23+0530
3286,118,313.97,30,219.78,Green,M,,3 days,2025-06-17 14:06:23+0530,2025-06-17 14:06:23+0530
3287,118,718.44,50,359.22,Green,L,,3 days,2025-06-17 14:06:23+0530,2025-06-17 14:06:23+0530
3288,118,398.86,20,319.09,Green,XL,,5 days,2025-06-17 14:06:23+0530,2025-06-17 14:06:23+0530
3289,118,618.35,30,432.85,Red,S,,5 days,2025-06-17 14:06:23+0530,2025-06-17 14:06:23+0530
3290,118,617.62,30,432.33,Red,M,,4 days,2025-06-17 14:06:23+0530,2025-06-17 14:06:23+0530
3291,118,479.27,50,239.63,Red,L,,7 days,2025-06-17 14:06:23+0530,2025-06-17 14:06:23+0530
3292,118,341.05,10,306.94,Red,XL,,7 days,2025-06-17 14:06:23+0530,2025-06-17 14:06:23+0530
3293,118,493.22,20,394.58,White,S,,7 days,2025-06-17 14:06:23+0530,2025-06-17 14:06:23+0530
3294,118,1075.63,10,968.07,White,M,,7 days,2025-06-17 14:06:23+0530,2025-06-17 14:06:23+0530
3295,118,1128.51,10,1015.66,White,L,,4 days,2025-06-17 14:06:23+0530,2025-06-17 14:06:23+0530
3296,118,1179.58,30,825.71,White,XL,,6 days,2025-06-17 14:06:23+0530,2025-06-17 14:06:23+0530
3297,118,689.06,40,413.44,Blue,S,,1 days,2025-06-17 14:06:23+0530,2025-06-17 14:06:23+0530
3298,118,1080.28,30,756.2,Blue,M,,5 days,2025-06-17 14:06:23+0530,2025-06-17 14:06:23+0530
3299,118,672.29,20,537.83,Blue,L,,2 days,2025-06-17 14:06:23+0530,2025-06-17 14:06:23+0530
3300,118,401.74,30,281.22,Blue,XL,,7 days,2025-06-17 14:06:23+0530,2025-06-17 14:06:23+0530
3301,118,880.67,50,440.33,Brown,S,,3 days,2025-06-17 14:06:23+0530,2025-06-17 14:06:23+0530
3302,118,1188.94,10,1070.05,Brown,M,,6 days,2025-06-17 14:06:23+0530,2025-06-17 14:06:23+0530
3303,118,1183.45,20,946.76,Brown,L,,4 days,2025-06-17 14:06:23+0530,2025-06-17 14:06:23+0530
3304,118,569.16,50,284.58,Brown,XL,,3 days,2025-06-17 14:06:23+0530,2025-06-17 14:06:23+0530
3305,119,1077.7,10,969.93,Black,S,,4 days,2025-05-28 14:43:06+0530,2025-05-28 14:43:06+0530
3306,119,767.81,20,614.25,Black,M,,7 days,2025-05-28 14:43:06+0530,2025-05-28 14:43:06+0530
3307,119,362.51,30,253.76,Black,L,,6 days,2025-05-28 14:43:06+0530,2025-05-28 14:43:06+0530
3308,119,1178.15,10,1060.34,Black,XL,,1 days,2025-05-28 14:43:06+0530,2025-05-28 14:43:06+0530
3309,119,344.55,10,310.1,Grey,S,,3 days,2025-05-28 14:43:06+0530,2025-05-28 14:43:06+0530
3310,119,1062.12,30,743.48,Grey,M,,6 days,2025-05-28 14:43:06+0530,2025-05-28 14:43:06+0530
3311,119,992.88,40,595.73,Grey,L,,4 days,2025-05-28 14:43:06+0530,2025-05-28 14:43:06+0530
3312,119,697.62,40,418.57,Grey,XL,,1 days,2025-05-28 14:43:06+0530,2025-05-28 14:43:06+0530
3313,119,678.71,10,610.84,Green,S,,2 days,2025-05-28 14:43:06+0530,2025-05-28 14:43:06+0530
3314,119,1114.84,20,891.87,Green,M,,2 days,2025-05-28 14:43:06+0530,2025-05-28 14:43:06+0530
3315,119,393.21,40,235.93,Green,L,,1 days,2025-05-28 14:43:06+0530,2025-05-28 14:43:06+0530
3316,119,445.51,50,222.75,Green,XL,,1 days,2025-05-28 14:43:06+0530,2025-05-28 14:43:06+0530
3317,119,720.68,10,648.61,Red,S,,5 days,2025-05-28 14:43:06+0530,2025-05-28 14:43:06+0530
3318,119,437.54,10,393.79,Red,M,,4 days,2025-05-28 14:43:06+0530,2025-05-28 14:43:06+0530
3319,119,518.26,20,414.61,Red,L,,5 days,2025-05-28 14:43:06+0530,2025-05-28 14:43:06+0530
3320,119,785.01,20,628.01,Red,XL,,6 days,2025-05-28 14:43:06+0530,2025-05-28 14:43:06+0530
3321,119,520.8,20,416.64,White,S,,5 days,2025-05-28 14:43:06+0530,2025-05-28 14:43:06+0530
3322,119,686.87,10,618.18,White,M,,4 days,2025-05-28 14:43:06+0530,2025-05-28 14:43:06+0530
3323,119,938.5,40,563.1,White,L,,6 days,2025-05-28 14:43:06+0530,2025-05-28 14:43:06+0530
3324,119,821.52,10,739.37,White,XL,,3 days,2025-05-28 14:43:06+0530,2025-05-28 14:43:06+0530
3325,119,703.59,50,351.8,Blue,S,,5 days,2025-05-28 14:43:06+0530,2025-05-28 14:43:06+0530
3326,119,948.42,20,758.74,Blue,M,,3 days,2025-05-28 14:43:06+0530,2025-05-28 14:43:06+0530
3327,119,505.47,40,303.28,Blue,L,,1 days,2025-05-28 14:43:06+0530,2025-05-28 14:43:06+0530
3328,119,1101.78,40,661.07,Blue,XL,,3 days,2025-05-28 14:43:06+0530,2025-05-28 14:43:06+0530
3329,119,502.36,30,351.65,Brown,S,,2 days,2025-05-28 14:43:06+0530,2025-05-28 14:43:06+0530
3330,119,674.78,50,337.39,Brown,M,,6 days,2025-05-28 14:43:06+0530,2025-05-28 14:43:06+0530
3331,119,428.61,30,300.03,Brown,L,,4 days,2025-05-28 14:43:06+0530,2025-05-28 14:43:06+0530
3332,119,1080.05,30,756.03,Brown,XL,,4 days,2025-05-28 14:43:06+0530,2025-05-28 14:43:06+0530
3333,120,1060.92,40,636.55,Black,S,,1 days,2025-05-25 20:43:58+0530,2025-05-25 20:43:58+0530
3334,120,390.05,30,273.04,Black,M,,1 days,2025-05-25 20:43:58+0530,2025-05-25 20:43:58+0530
3335,120,423.39,40,254.03,Black,L,,1 days,2025-05-25 20:43:58+0530,2025-05-25 20:43:58+0530
3336,120,508,10,457.2,Black,XL,,6 days,2025-05-25 20:43:58+0530,2025-05-25 20:43:58+0530
3337,120,617.22,10,555.5,Grey,S,,3 days,2025-05-25 20:43:58+0530,2025-05-25 20:43:58+0530
3338,120,502.63,20,402.1,Grey,M,,1 days,2025-05-25 20:43:58+0530,2025-05-25 20:43:58+0530
3339,120,602.03,30,421.42,Grey,L,,2 days,2025-05-25 20:43:58+0530,2025-05-25 20:43:58+0530
3340,120,1084.7,40,650.82,Grey,XL,,3 days,2025-05-25 20:43:58+0530,2025-05-25 20:43:58+0530
3341,120,689.69,10,620.72,Green,S,,7 days,2025-05-25 20:43:58+0530,2025-05-25 20:43:58+0530
3342,120,1023.76,40,614.26,Green,M,,5 days,2025-05-25 20:43:58+0530,2025-05-25 20:43:58+0530
3343,120,758.97,30,531.28,Green,L,,4 days,2025-05-25 20:43:58+0530,2025-05-25 20:43:58+0530
3344,120,964.47,40,578.68,Green,XL,,4 days,2025-05-25 20:43:58+0530,2025-05-25 20:43:58+0530
3345,120,547.49,10,492.74,Red,S,,5 days,2025-05-25 20:43:58+0530,2025-05-25 20:43:58+0530
3346,120,981.58,40,588.95,Red,M,,3 days,2025-05-25 20:43:58+0530,2025-05-25 20:43:58+0530
3347,120,528.59,50,264.3,Red,L,,2 days,2025-05-25 20:43:58+0530,2025-05-25 20:43:58+0530
3348,120,682.06,50,341.03,Red,XL,,3 days,2025-05-25 20:43:58+0530,2025-05-25 20:43:58+0530
3349,120,389.73,50,194.87,White,S,,6 days,2025-05-25 20:43:58+0530,2025-05-25 20:43:58+0530
3350,120,389.23,30,272.46,White,M,,3 days,2025-05-25 20:43:58+0530,2025-05-25 20:43:58+0530
3351,120,668.33,50,334.17,White,L,,4 days,2025-05-25 20:43:58+0530,2025-05-25 20:43:58+0530
3352,120,485.7,40,291.42,White,XL,,6 days,2025-05-25 20:43:58+0530,2025-05-25 20:43:58+0530
3353,120,420.17,40,252.1,Blue,S,,3 days,2025-05-25 20:43:58+0530,2025-05-25 20:43:58+0530
3354,120,480.21,30,336.15,Blue,M,,4 days,2025-05-25 20:43:58+0530,2025-05-25 20:43:58+0530
3355,120,457.69,40,274.61,Blue,L,,6 days,2025-05-25 20:43:58+0530,2025-05-25 20:43:58+0530
3356,120,1041.84,10,937.66,Blue,XL,,4 days,2025-05-25 20:43:58+0530,2025-05-25 20:43:58+0530
3357,120,710.85,50,355.43,Brown,S,,5 days,2025-05-25 20:43:58+0530,2025-05-25 20:43:58+0530
3358,120,465.24,10,418.72,Brown,M,,6 days,2025-05-25 20:43:58+0530,2025-05-25 20:43:58+0530
3359,120,633.78,30,443.65,Brown,L,,7 days,2025-05-25 20:43:58+0530,2025-05-25 20:43:58+0530
3360,120,647.26,40,388.36,Brown,XL,,5 days,2025-05-25 20:43:58+0530,2025-05-25 20:43:58+0530
3361,121,527.35,30,369.14,Black,S,,3 days,2025-06-14 03:23:19+0530,2025-06-14 03:23:19+0530
3362,121,553.55,40,332.13,Black,M,,3 days,2025-06-14 03:23:19+0530,2025-06-14 03:23:19+0530
3363,121,270.1,30,189.07,Black,L,,4 days,2025-06-14 03:23:19+0530,2025-06-14 03:23:19+0530
3364,121,639.79,20,511.83,Black,XL,,2 days,2025-06-14 03:23:19+0530,2025-06-14 03:23:19+0530
3365,121,492.87,30,345.01,Grey,S,,5 days,2025-06-14 03:23:19+0530,2025-06-14 03:23:19+0530
3366,121,897.57,10,807.81,Grey,M,,4 days,2025-06-14 03:23:19+0530,2025-06-14 03:23:19+0530
3367,121,343.09,30,240.16,Grey,L,,6 days,2025-06-14 03:23:19+0530,2025-06-14 03:23:19+0530
3368,121,346.02,40,207.61,Grey,XL,,2 days,2025-06-14 03:23:19+0530,2025-06-14 03:23:19+0530
3369,121,664.76,40,398.86,Green,S,,3 days,2025-06-14 03:23:19+0530,2025-06-14 03:23:19+0530
3370,121,268.68,50,134.34,Green,M,,1 days,2025-06-14 03:23:19+0530,2025-06-14 03:23:19+0530
3371,121,669.25,30,468.48,Green,L,,5 days,2025-06-14 03:23:19+0530,2025-06-14 03:23:19+0530
3372,121,757.38,10,681.64,Green,XL,,7 days,2025-06-14 03:23:19+0530,2025-06-14 03:23:19+0530
3373,121,540.12,10,486.11,Red,S,,6 days,2025-06-14 03:23:19+0530,2025-06-14 03:23:19+0530
3374,121,436.08,50,218.04,Red,M,,7 days,2025-06-14 03:23:19+0530,2025-06-14 03:23:19+0530
3375,121,770.33,10,693.3,Red,L,,5 days,2025-06-14 03:23:19+0530,2025-06-14 03:23:19+0530
3376,121,397.26,50,198.63,Red,XL,,2 days,2025-06-14 03:23:19+0530,2025-06-14 03:23:19+0530
3377,121,911.34,40,546.8,White,S,,5 days,2025-06-14 03:23:19+0530,2025-06-14 03:23:19+0530
3378,121,888.2,20,710.56,White,M,,5 days,2025-06-14 03:23:19+0530,2025-06-14 03:23:19+0530
3379,121,772.93,10,695.64,White,L,,5 days,2025-06-14 03:23:19+0530,2025-06-14 03:23:19+0530
3380,121,850.84,30,595.59,White,XL,,7 days,2025-06-14 03:23:19+0530,2025-06-14 03:23:19+0530
3381,121,373.18,10,335.86,Blue,S,,1 days,2025-06-14 03:23:19+0530,2025-06-14 03:23:19+0530
3382,121,856.9,50,428.45,Blue,M,,2 days,2025-06-14 03:23:19+0530,2025-06-14 03:23:19+0530
3383,121,667.92,20,534.34,Blue,L,,3 days,2025-06-14 03:23:19+0530,2025-06-14 03:23:19+0530
3384,121,307.24,10,276.52,Blue,XL,,1 days,2025-06-14 03:23:19+0530,2025-06-14 03:23:19+0530
3385,121,345.96,30,242.17,Brown,S,,2 days,2025-06-14 03:23:19+0530,2025-06-14 03:23:19+0530
3386,121,443.31,20,354.65,Brown,M,,5 days,2025-06-14 03:23:19+0530,2025-06-14 03:23:19+0530
3387,121,469.69,10,422.72,Brown,L,,3 days,2025-06-14 03:23:19+0530,2025-06-14 03:23:19+0530
3388,121,792.25,20,633.8,Brown,XL,,4 days,2025-06-14 03:23:19+0530,2025-06-14 03:23:19+0530
3389,122,515.21,40,309.13,Black,S,,5 days,2025-06-18 21:54:46+0530,2025-06-18 21:54:46+0530
3390,122,465.53,20,372.42,Black,M,,3 days,2025-06-18 21:54:46+0530,2025-06-18 21:54:46+0530
3391,122,849.07,20,679.26,Black,L,,1 days,2025-06-18 21:54:46+0530,2025-06-18 21:54:46+0530
3392,122,483.94,20,387.15,Black,XL,,4 days,2025-06-18 21:54:46+0530,2025-06-18 21:54:46+0530
3393,122,423,30,296.1,Grey,S,,1 days,2025-06-18 21:54:46+0530,2025-06-18 21:54:46+0530
3394,122,670.97,40,402.58,Grey,M,,4 days,2025-06-18 21:54:46+0530,2025-06-18 21:54:46+0530
3395,122,553.2,40,331.92,Grey,L,,7 days,2025-06-18 21:54:46+0530,2025-06-18 21:54:46+0530
3396,122,928.79,30,650.15,Grey,XL,,6 days,2025-06-18 21:54:46+0530,2025-06-18 21:54:46+0530
3397,122,588.56,50,294.28,Green,S,,5 days,2025-06-18 21:54:46+0530,2025-06-18 21:54:46+0530
3398,122,906.89,40,544.13,Green,M,,6 days,2025-06-18 21:54:46+0530,2025-06-18 21:54:46+0530
3399,122,873.04,10,785.74,Green,L,,5 days,2025-06-18 21:54:46+0530,2025-06-18 21:54:46+0530
3400,122,293.93,20,235.14,Green,XL,,1 days,2025-06-18 21:54:46+0530,2025-06-18 21:54:46+0530
3401,122,962.14,20,769.71,Red,S,,7 days,2025-06-18 21:54:46+0530,2025-06-18 21:54:46+0530
3402,122,705.88,40,423.53,Red,M,,5 days,2025-06-18 21:54:46+0530,2025-06-18 21:54:46+0530
3403,122,336.83,50,168.41,Red,L,,5 days,2025-06-18 21:54:46+0530,2025-06-18 21:54:46+0530
3404,122,506.56,20,405.25,Red,XL,,7 days,2025-06-18 21:54:46+0530,2025-06-18 21:54:46+0530
3405,122,305.07,20,244.06,White,S,,2 days,2025-06-18 21:54:46+0530,2025-06-18 21:54:46+0530
